date,description,sources,comments
15 December 2010,"Two alleged Hill AFB employees in Ogden, Utah claim to see a luminous disc above the flight line behind the “Pacer Fence.” The source mentions there are underground railroads at the location.",[],[]
2010,"In January 2010, Bigelow Aerospace Advanced Space Studies (**BAASS**) Director of Investigation Larry Grossman, a contractor for the Defense Intelligence Agency’s",[],[]
2011,"Kit Green claims he was delivered a package of material on his doorstep in Detroit that claimed to be “tissues” from an autopsy of an alien with two documents, no provenance.",[],[]
February 2011,"On 7 February 2011 Bigelow Aerospace Advanced Space Studies (**BAASS**) director James T. Lacatski, a contractor for the Defense Intelligence Agency’s Advanced Aerospace Weapon Systems Applications Program (**AAWSAP**), allegedly visited the Washington, D.C. headquarters of the Department of Homeland Security (DHS) to secure funding for future fiscal years. Lacatski allegedly met DHS’s Jim Bell and Sacha Mover in a SCIF and briefed them on the program.",[],[]
15 February 2011,"Col. John Alexander states that “if five people know \[the reality of UAP\], Dr. Edward Teller is one,” adding that he had dinner with Teller and Hal Puthoff; Puthoff discussed zero point energy, Teller claimed he wasn’t involved in UAP analysis in the 40s.",[],[]
15 February 2011,"Col. John Alexander states there was no black UAP project in the DOD or in the underground facilities run by the DOE, at LANL or at TA-33, as were claimed by some in the 1980s. Alexander states he worked at TA-33 and some interesting things happened there but “none of them involved UFOs.”",[],[]
31 March 2011,"Author Nick Redfern states he calls a representative of the Air Force Office of Special Investigations (AFOSI) at Offutt Air Force Base in Nebraska. The representative tells him he can meet with the “Collins Elite,” a group of current and former intelligence community personnel who believe UAP are demonic in origin. The Collins Elite allegedly believes all UAP are demonic and should not be contacted. Redfern was given this information by a “Richard Duke” and was given “the Collins Report,” which is allegedly a briefing document from the 1980s that lays out the group’s theories.",[],"['An early member of the group was from Collins, NY, which the group then got its name “Collins Elite” from. It is unknown if the group ever met in Collins.']"
26 March 2011,Ufologist Chuck Wade presents information at the 14th Annual Aztec UFO Symposium allegedly from different military sources related to UAP crash recoveries. Wade states there were at least seven UAP crash recovery sites in New Mexico between 1945 and 1948:,[],[]
,"**June-July 2011** — DHS officials Jim Bell and Sacha Mover begin a series of other meetings in the U.S. intelligence community beyond DHS to determine if they can set up **BAASS** as a UAP analysis program within DHS Science & Technology (S&T). Those met are the “keepers of the secrets,” who treat Bell and Mover rudely and told “no, and hell no” when asked. Bell and Mover later told **BAASS** that they believed advanced technology was being held at aerospace contractor facilities under government supervision. Mover and Bell became fearful of moving forward. By late 2011, DHS Deputy Secretary Jane Holl Lute, Under Secretary for Intelligence and Analysis Phyllis Green, and others decided not to contract **BAASS** within DHS.",[],[]
July 2011,"A ufological periodical claims in 1998, researchers at a facility in Africa managed by AFRICOM security made contact with an entity from a parallel-universe and received messages and predictions from it for five years. Among the claims were that dolphins were the most",[],[]
15 November 2011,"Navy Aviation Maintenance Administrator Angelo Accetta states he sees a triangular glowing object with white glowing points above FRC West at Lemoore Naval Air Station. After watching the triangle UAP travel slowly for three minutes, it departed at instantaneous speed and disappeared out of sight. Accetta told his superior but was laughed at and asked if he had been drinking. While on watch, Accetta allegedly saw the triangle UAP four other times between February and October 2012 but noticed no response by the air station to the overflight.",[],[]
December 2011,"Air Force Office of Scientific Research sponsors scientific research into a **Wingless Electromagnetic Air Vehicle (WEAV)** that studies a proof-of-concept demonstration of an electromagnetically driven wingless aircraft that can self-lift, hover and fly into wind. The study produced a disc that was able to hover a few millimeters above a surface for three minutes, and different prototypes were flown, proving the WEAV is scalable.",[],[]
July 2012,"Bernard Mendez alleges he attended a “jump room” school with Andrew Basiago, William Stillings, and former DARPA director Regina Dugan in the early 1980s. He alleged the class was taught by Maj. Ed Dames who participated in **Project Star Gate’s** various iterations, something Dames promptly denied.",[],[]
8 July 2012,"Alleged former USAF Sgt. Daniel Brad MacBolen III claims to have participated in a SAP having to do with “jump room” technology. He claims jump rooms do not actually travel to other destinations in our physical reality but that humans are being misled, and they’re traveling to synthetic quantum environments (SQE). MacBolen speaks of a segment of ET known as “the Verdant,” who might wish to keep humans blind to the nature of 5D reality and keep humans in their current 3D reality.",[],[]
8 July 2012,"Retired CIA liaison to the entertainment industry Chase Brandon states he saw a box labeled “Roswell” in the Agency’s Historical Intelligence Collection; he states there was written material and photographs that validated Roswell was a crash of a “craft that clearly did not come from this planet” and there were “cadavers.” Former CIA Dir. Robert Gates says he has “a lot of respect” for Chase after the comments are made, but states he never saw any evidence of UAP or cadavers, etc.",[],[]
19 September 2012,"A call log from the Fergus County Sherriff’s Office in Montana shows a U.S. civilian called about seeing two silent V-shaped UAP near Malmstrom AFB’s Oscar-01 Missile Alert Facility and Launch Control Center. Dispatch called Malmstrom who stated they had no aircraft in that area. Civilians in nearby Roy, MT said they noticed elevated USAF security patrols and missile maintenance vans in the weeks following the UAP overflight. The civilians were never given an explanation of the event.",[],"['USAF Capt. Robert Salas states another UAP incident occurred in the same area, above Oscar-01, on 24 March 1967. Most or all of Malmstrom’s ICBMs malfunctioned that night after a red-orange oval UAP appeared and was hovering over the facility. Salas states he and Capt.']"
2012,"Author Bryce Zabel tells a story told to him by Brent Friedman, the alleged neighbor of former Secretary of Energy John S. Herrington (under the Reagan administration). Herrington allegedly stated he had been briefed for several weeks at an underground facility outside of Washington, D.C. and the information learned caused him to “cry himself to sleep for a number of nights.” When asked why, Herrington allegedly stated “there is intelligent life in the universe; it’s here and I’ve seen it; this is not the kind of world I thought \[my children\] would grow up in.”",[],[]
2012,The Office of Naval Research announces a “revolutionary” research program looking into sixth sense among humans. ONR seeks to understand how to train personnel on “intuitive decision making.”,[],['It is worth determining if this ONR program looked at psychological communication between humans and aerospace craft and if the UAP issue was included in study. Recall claims of “intuitive” communications projects at NSA between humans and UAP (see 1992).']
June 2013,"Stealth aircraft researcher Joseph Jones claims **Project Brilliant Buzzard** was a codename used for airborne surveillance and tracking during the SDI program of the 1980s; he claims it dealt with the concept of setting up an electromagnetic shield around the US using a large boomerang shaped craft that could loiter over US cities. Jones states the primary contractor was Boeing and JP Aerospace was a subcontractor, and that DARPA issued a contract to an unknown contractor to develop SEAGEL, a material 95% lighter than styrofoam used as the primary building material for triangular/boomerang shaped craft.",[],[]
1 November 2013,"Ret. USMC Cpt. Bill Uhouse states he worked at Wright-Patterson AFB doing flight testing of exotic experimental aircraft. Over the next 30 years, Uhouse claims he worked for defense contractors as a pilot in a “flying disc simulator” and in actual flying discs. Uhouse states in 1962-63 the simulator became operational and was based on a recovered disc landing from Kingman, AZ from 1952-53. Uhouse states the craft was “presented” to the USG.",[],"['Uhouse states he had direct knowledge of the flying disc simulator having worked on it at WPAFB, but the story of the alien occupants at Los Alamos was told to him.']"
1 November 2013,"Anonymous “A.H.” claims to have been a former Boeing Aerospace engineer with contacts at the NSA, ONI, NRO, USAF and Northrop Grumman. He claims Gen. Curtis LeMay told him there was a UAP crash at Roswell, NM, and an NSA source told him Henry Kissinger, George H. W. Bush and Ronald Reagan were aware of the UAP cover-up. He also claims a friend of his at Boeing was involved in a UAP crash recovery and saw ET bodies.",[],[]
18 November 2013,"Linda Woodford, an accountant for the Defense Finance and Accounting Service (DFAS) states every month for 15 years she was told by her superiors to insert false numbers to make Navy budge figures match Treasury figures known as “unsubstantiated change actions.” Woodford and a colleague Jeff Yokel blew the whistle on this and said supervisors were required to approve every “plug,” often thousands a month. There was $538 billion in “plugs” for the 2009 alone for the Air Force, they state.",[],[]
24 December 2013,Ret. Army Lt. Col. Thomas Bearden claims to have seen experiments where energy extraction from the quantum vacuum “was possible.” But modern electrodynamic theory doesn’t allow for this to happen.,[],[]
2014,"In 2014, the DOD declassifies a lengthy file on **Project Pandora** and **Project Bizarre**, a program focused on the Cold War secrets of USSR and if microwaves can affect the mind and body to dangerous, harmful degrees. In the files of the program said to end in 1979 is the alleged “Eisenhower Briefing Document,” which claims a secretive “MJ-12” controlled UAP crash recoveries and reverse engineered them. The CIA/ARPA version of the document has written notes stating “cannot be authenticated.”",[],[]
March 2014,The US Navy’s **In-House Laboratory Independent Research Program** mentions in a public budget document it has been researching the use of metamaterials to disperse and control electromagnetic waves in the microwave (RF) spectrum. Budget documents show DOD supercomputer resources were used and polyurea silicate composites were analyzed. One application of this is for aerospace mass reduction (see April 2017). In 2017 the Navy combined this program with others and it is difficult to track if the metamaterial research continues today.,[],[]
5 April 2014,Steven Greer states at Pahute Mesa there is $40 billion in currencies in a “vault” to support a rogue group that is self-funded through the drug trade; it also fraudulently obtains federal funding through cover contracts to work on UAP.,[],[]
22 June 2014,"Alleged Vietnam-era intelligence analyst Harry Howard claims he briefed Gen. George S. Brown and that some “enemy helicopters” described on intelligence reports of the era were actually UAP. Howard alleges some black triangles are funded by USG/USG contractor black budget funds, lost money, cost overruns and SDI money; he claims the craft manipulate gravity. No evidence of his claims are given.",[],[]
August 2014,"Lockheed Martin scientist Boyd Bushman claims before he dies that he worked on UAP technology projects, including that the UAP craft contained three key elements: telluride, germanium and palladium. Bushman claims some debris and materials were recovered from crash recoveries in New Mexico.",[],"['Bismuth telluride and lead telluride have thermoelectric properties, and cadmium telluride has photovoltaic properties. Pure germanium is a semiconductor and the first metallic material (discovered in 2005) to become a superconductor in the presence of an EM field was an alloy of germanium, uranium and rhodium. Palladium is used as a key material in capacitors. The materials Bushman suggests were included in the UAP could be used to create a thermoelectrical/photovoltaic generator with a semiconductor and capacitor.']"
18 August 2014,NASA physicist Bob Oechsler believes Navy EMP experiments may be connected to UAP crash retrievals and a Navy reverse engineering program. He states EMP was used in Gulf Breeze to recover “quite a number of craft” that were taken to Pensacola Naval Air Station. **EMPRESS** and **EMPRESS II** were EMP generators on barges.,[],[]
December 2014,"A documentary is released that interviews aerospace illustrator Mark McCandlish, who claims a friend of his, Bradford Sorensen, saw a man-made disc-shaped craft at Norton Air Force Base in 1988. Brad states the first generation Aurora was also at the airshow in a hangar, and states he accidentally got access to a section of a hangar reserved for a private showing that displayed a “Fluxliner,” aka an Alien Reproduction Vehicle (ARV). He states there were “three” flying saucers that looked like “something from the 1950s.” Brad gave McCandlish all of the details of what he saw, of which McCandlish made drawings of them. There was a small, medium and large sized ARV that were “hovering” above the floor of the hangar. A three star general presented a film of an ARV “hopping” over a desert scene before taking off vertically quickly; the general also allegedly said the ARVs were capable of light speed or better.",[],[]
30 January 2015,"Retired US Navy Petty Officer First Class flight Engineer “Brian” tells ufologist Linda Moulton Howe he saw a large hole to an underground facility 5-10 miles from the geographic South Pole; he states the area was supposed to be a no fly zone but during an emergency medevac, they flew through the area. He also states at a camp near Marie Byrd Land, 10-15 scientists “disappeared for two weeks” on assignment and when they re-appeared “their faces looked scared,” and he claims he saw silver UAP near the Transantarctic Mountain range in 1995-96 while he was flying on assignment. After seeing the hole in the ice, an “intelligence-gathering” type of individual sat his crew down and told them “OK, you guys saw this thing, but you did not see it.”",[],"['He provides photos, a service medal certificate and audio testimony that suggests there is medium confidence in his testimony; however the only links to UAP and the potential project occurring in a facility under the ice are speculation by Howe and unnecessary. If anything, wild']"
20 February 2015,"An Oklahoma witness reports to MUFON they see two objects, one diamond shaped and the other donut shaped in Ada, Oklahoma, a location about 100 miles west of Fort Sill. Fort Sill has been associated with triangle UAP sightings in the past as well, and Ada has been mentioned as the site of a “joint alien-military underground facility” in some UFO publications in the early 1990s with no additional details. The nearby Kiowa tribe also mentioned the nearby Mt. Scott as a place that “opened” to escape apocalypse.",[],[]
6 March 2015,"Former USG contractor Bob Fish tells Clinton campaign manager John Podesta that the USAF **Defense Support Program (DSP)** collects “hard data” on UAP. Fish states he had lunch with a few members in a highly classified TS/SCI organization in El Segundo, CA. One time, he overheard a member say they “picked up a Fastwalker,” how it entered Earth's atmosphere from deep space and traveled past a DSP satellite. Fish names The Aerospace Corporation in his email.",[],[]
6 March 2015,"Former USG contractor Bob Fish tells Clinton campaign manager John Podesta that in a TS/SCI organization in El Segundo, CA, he had lunch with a senior USAF NCO who worked for **Project Blue Book** in the 1970s after it had publicly disbanded. He was an ELINT technician who flew in RC-135s from MacDill AFB in Florida. He allegedly told Fish they were sometimes diverted to track UAP off the east coast of Florida; the UAP allegedly came from a hotspot east of Miami, north of Bermuda. A specific frequency emanated from them, and UAP evidence was sent to a “dedicated” USAF intelligence officer.",[],[]
13 March 2015,"Kit Green states the records of Ret. USAF John Burroughs, Rendlesham Forest incident witness, were legally classified by the DOD. Green states only a handful of medical records were classified and the reasons were because inside the doctors notes, nursing, etc. are a “myriad of references to Special Access Projects” and the names of other adjacent and ancillary programs and projects that can not be disentangled and could uncover active/recent projects related to Rendlesham. Green states broadband non-ionizing electromagnetic radiation caused the injuries, the data is sparse and it is not well understood or peer reviewed.",[],[]
5 November 2015,"The National Reconnaissance Office (NRO) states in response to a FOIA request that it has no documentation related to UFOs. It states the topic is “outside of the scope of NRO responsibilities; furthermore, the NRO has conducted numerous searches…in the past, and has located no records.” This contradicts emails released by the NRO on 8 April 2022, which show extensive coordination with the DOD’s **Unidentified Aerial Phenomena Task Force** (**UAPTF**), and states the NRO contributed to the **UAPTF** report to Congress “tied to its collection efforts.” This implies UAP are being detected on NRO platforms, and suggests the FOIA response in 2015 wasn’t accurate if they were being detected in 2015 or before.",[],['The emails also reveal the DOD Inspector General (DOD/IG) interviewed several officers from the NRO Mission Integration Directorate (MID) connected to the IG’s evaluation of DOD handling/response to the UAP subject.']
15 November 2015,"Italian engineer Andrea Rossi claims he is working in antigravity, of which an NSA contact says they are tracking; Steven Greer alleges the US Army “black shelved” other inventor’s alternative energy device by buying it and shelving it.",[],[]
December 2015,"BAE Systems engineer Ronald Evans discloses the existence of Project Greenglow, described as a small research project in the UK to investigate the control of gravity for aerospace applications. It is reported BAE had no success in their experiments, but Evans’ review of the small project is not comprehensive of all of the company’s efforts in antigravity.",[],"['BAE Systems has expressed an interest in UAP-derived technology and was linked to a “technical collaboration” between Boeing, **AAWSAP** contractor Bigelow Aerospace and Lockheed Martin. It was seemingly published by mistake and later removed from the internet by To The Stars Academy of Arts & Science (TTSA) (see 8 August 2019), a company advised by current and former USG/USG contractor officials and the former head of the Pentagon’s **AATIP** Program Luis Elizondo.']"
24 January 2016,"USAF Maj. Gen. Neil McCasland, USAF Maj. Gen. Michael Carey, Lockheed Martin Skunk Works EVP Rob Weiss, Hillary Clinton campaign manager John Podesta and Clinton campaign assistant Milia Fisher met virtually with musician Tom DeLonge to discuss UAP. Details of the meeting are not released, but afterward, DeLonge claimed he had a team of",[],"['This meeting between USG personnel, Lockheed Martin, Clinton campaign staff and a']"
5 March 2016,"National Nuclear Security Administration (NNSA) spokesman Darwin Morgan divulges the Nevada National Security Site’s Area 6 activities for the first time publicly. Morgan states top secret R&D work is done there, primarily sensor testing and unmanned aerial vehicle testing for partners at Air Force, Army, Navy, Marines, DTRA and DARPA. The only other public mention of Area 6 is in a 7,500-page safety report on the proposed Yucca Mountain nuclear waste project describing it as an “aerial operations facility.” It is possible the NNSA has relevant UAP information that it has not reported to centralized bodies like the **UAPTF**.",[],[]
27 March 2016,"Tom DeLonge states in early 2016 that he was told by his CIA “advisors” that when UAP crashes happen, intelligence, military and private industry was pooled together. “They’ve” been using private companies/publicly traded companies to keep the secret information “protected” through organizations that are non-governmental.",[],[]
April 2016,"Tom DeLonge states he was told by unnamed “advisors” that there were multiple UAP crashes and recoveries. The USG and its contractors hid it, created a “pickup game” of counter intelligence, DeLonge claims, and adds that it was at one time bigger than the Manhattan Project. He states it is currently held by a private corporation where “certain laws” protect their own breakthroughs and proprietary assets; DeLonge adds that he asked the advisors if the crash recovery program(s) were legal, or if they were illegal. He claims the advisors showed him an “exact law,” with an exact paragraph and number on a “government website” to justify what they were doing as legal.",[],[]
5 April 2016,"Sekret Machines: Book 1, Chasing Shadows is released by authors Tom DeLonge and AJ Hartley. DeLonge claims his “advisors” from the US intelligence community and Executive Branch helped him shape the information in it and it is fiction with concepts that are true. The main tenets of Sekret Machines are as follows:",[],[]
18 April 2016,"Steven Greer says he had a source at Blackjack Control and Blackjack Team was at Nellis; Tejon Ranch, Llano Plant, Helendale Plant, Phillips Labs are all underground, a newer facility called “The Cube” past Lancaster in Edwards airspace, which is a Lockheed Martin Skunk Works facility; Lockheed and Northrop have multiple generations of craft that resemble UAP; LANL has underground connector to Dulce complex; Fort Huachuca has a storage facility that had “nine” ET spacecraft that were downed using pulsed scalar weapons as of the 1970s; “the most critical one” that’s new is an underground complex southwest of Salt Lake City, Utah under Dugway Proving Grounds; he says “Mormon Corporate Empire” has greater say on UAP policy than President or Congress.",[],[]
9 May 2016,"Former Assistant Secretary of Defense for Intelligence Christopher Mellon speaks publicly about UAP for the first time. He tells journalist Leslie Kean that if UAP technology was hidden, he’d “take it outside government oversight entirely and place it in a compartment as a new entity within an existing defense company and manage it as what we call an “IRAD” or “Independent Research and Development Activity.”",[],[]
16 July 2016,"Ufologist Max Spiers is found dead of an apparent overdose, but Polish authorities were investigating as manslaughter and British authorities were investigating as well. Shortly prior to his death, Spiers gave a video interview where he claimed to see a “jump room” at 999 N. Sepulveda Boulevard in El Segundo, CA, the same location Andrew Basiago claimed was the location of advanced technology capable of teleportation of biological materials including humans.",[],[]
31 August 2016,"Tom DeLonge states he became “involved” in different groups of people working on the UAP issue; he claims there are physicists studying “crashed craft,” biologists studying medical issues with people coming in close proximity to craft, aerospace experts working on anti-UAP weaponry, psychologists meeting with witnesses and studying the hitchhiker phenomena.",[],[]
22 March 2017,"DOE’s National Nuclear Security Administration (NNSA) publicly discloses its partnership with NASA for planetary defense. Both agencies work with FEMA to determine potentially hazardous near-Earth objects and prepare for them. NNSA’s three national security laboratories, Sandia, Los Alamos and Lawrence Livermore, assist. NNSA’s Office of Defense Programs (DP) sponsors technical research. It is possible the NNSA has relevant UAP information that it has not reported to centralized bodies like the **UAPTF**.",[],['Nothing in the PUBLIC DOMAIN suggests the planetary defense efforts are']
27 March 2017,"Anonymous website partially encoded publishes an article on “turning the vehicle into a pilot’s prosthetic extension.” In the article are vague examples of how to replicate the piloting features of a UAP: “there must be no difference between the aircraft and the crew…you cannot just take a human being and fit him with all this array of sensors; you first need to tweak the human somehow to better exploit the capabilities of this technology…we need to go a step further from the current paradigm of manned aircrafts and shift toward a paradigm of aircrafts that behave like a human.” Elsewhere on the site, allegedly non-public reports from Raytheon and Lockheed are cited.",[],[]
April 2017,"USAF Maj. Brain Hans, Maj. Christopher Jefferson and Maj. Joshua Wehrle of the Curtis LeMay Center for Doctrine Development and Education at Maxwell AFB publish a framework to “leverage advanced propulsion” for deep space travel. Specifically the framework cites the work of James Woodward (see June 2001) of Cal State and Paul March of Lockheed Martin Space Operations using lead zirconate titanate (PZT), a piezoelectric compound, to achieve mass reduction for aerospace applications.",[],['The Lockheed PZT experiments were done at the unclassified level almost 20 years before this framework was published. It is reasonable to ask if this line of research began even before then.']
19 September 2017,"Astronomer Marc D’Antonio and operator of FX Models that has Naval contracts, claims the US Navy is running a secret USO project known as the “**Fast Mover Program**.” D’Antonio states he asked a senior Naval figure about the program and they told him “Sorry Marc, I can’t talk about that program.” This person then told him the program exists and that USOs are common but didn’t get into any more details.",[],[]
26 October 2017,"Musician Tom DeLonge suggests on a podcast he is being advised by USAF Maj. Gen. Neil McCasland, USAF Maj. Gen. Michael Carey, Lockheed Martin Skunk Works EVP Rob Weiss, Hillary Clinton campaign manager John Podesta, Dr. Hal Puthoff, former Deputy Assistant Secretary of Defense for Intelligence Christopher K. Mellon and former OUSD(I) employee and **AATIP** head Luis Elizondo, among others unnamed, to carry out slow disclosure of UAP information to the American public from USG/USG contractor sources.",[],"['TTSA advisors Christopher K. Mellon and Luis Elizondo left the company in 2020. In 2021, TTSA announced it would de-emphasize scientific development and instead use investor funding on entertainment projects, seemingly abandoning its promise of developing anti-gravity technology. Co-founder Hal Puthoff stepped off the board of directors to serve on its scientific advisory board. Aerospace Division head and former Lockheed Skunk Works employee Steve Justice also left TTSA in 2021.']"
2 November 2017,Salvatore Pais of the Naval Air Station Patuxent River files a patent for a triangle/diamond shaped craft that has anti-gravitic effects and resembles some UAP sightings. The patent was initially rejected but Naval Aviation Enterprise CTO James Sheehy filed for appeal to the USPTO and stated “it will become a reality” and China was already investing in it. The patent was then approved. The technology described in Pais’ patent is similar to that of Hal Puthoff’s **AATIP** DIRD on vacuum engineering. Pais’ patent describes a craft that is able to manipulate quantum vacuum fluctuations around the craft for propulsion purposes.,[],"['NASA tested something similar utilizing quantum vacuum fluctuations, the “Cannae Drive,” in 2014 and reported a small level of thrust was achieved.', 'Former U.S. Navy Dir. of Science and Technology Development Nat Kobitz told journalist Ross Coulthart in 2021 that he made a few “discrete inquiries” related to the triangle craft patent and NAVAIR. Kobitz claims neither he nor his US Navy colleagues had any information on Pais or what he was working on. “If there is anything near a working antigravity craft, they’ve kept it very quiet,” Kobitz states.']"
11 December 2017,"Former Assistant Secretary of Housing and Urban Development [Catherine Austin Fitts](https://home.solari.com/) publishes a paper with a Michigan State University economist that finds $21 trillion in unauthorized spending in the departments of Defense and Housing and Urban Development between 1998 and 2015. A university press release states the DODIG disabled key documents showing unsupported spending after the paper was published, and soon after, the DOD announced its first ever department-wide independent audit in its history. Fitts believes some of the unauthorized funding was for domestic “clandestine military R&D,” some of which was UAP related and diverted from DOD/HUD to illegal programs.",[],[]
2018,"Former Lockheed Martin astrophysicist Bernard Haisch, a colleague of Eric Davis and Hal Puthoff, comments on four alleged “legacy” UAP programs hidden from oversight. “A group of four related but separate unacknowledged SCI programs dating back to a 1947 Truman memorandum still exist and were housed as of the 1990s in major aerospace companies such as for example Lockheed, TRW, Raytheon, Aerospace Corp. etc. These would be expensive programs since the cost of secrecy can be several times bigger than the research… the black programs collectively have budgets in the $10B range annually. Topics apparently include both reverse engineering and extraterrestrial biology.”",[],[]
2 May 2018,"Anonymous PUBLIC DOMAIN site with details on UAP behavior and alleged bibliographies containing classified UAP reports from USG contractors states a system “XViS” is being used to analyze UAP biological effects on humans, and UAP contact scenarios.",[],[]
30 May 2018,"Remote viewer “Sky Arrow” claims targets they’re looking at are associated with a code word “Omega” operations, related to deep space propulsion, Mach 10-plus vehicles, antigravity craft, loitering surveillance systems, UAP and reverse engineering projects. The viewer claims Area 29 at White Sands Proving Ground may be a meaningful location for this research, something a microfilm screen sent to former McDonnell Douglas engineer Robert Wood showed as well. (S-1 sent Wood a map of WSMR with Area 29 denoted in the northwest corner). The firm Bechtel Corp. is noted as having a connection to Area 29.",[],[]
24 June 2018,"**AATIP** scientist and EarthTech consultant Eric Davis states there was a collaboration between EarthTech, **BAASS** and an aerospace company “like Ratheyon, Northrop Grumman, Lockheed Martin” to try and figure out some of the answers when the **AATIP** program ran out of appropriation funding.",[],[]
24 June 2018,"**AATIP** scientist and EarthTech consultant Eric Davis states, “the crash retrieval program, it’s still there. And we would have gotten into the crash retrieval program using the legal authorizations that would open the door \[for\] us. And we would have gotten access to it",[],[]
July 2018,"To The Stars Academy of Arts & Science (TTSA), advised by current and former USG/USG contractor officials, launch the **A.D.A.M. Research Project** to study “exotic metamaterials” recovered from alleged UAP sources for study and possible reverse engineering.",[],"['In October 2017, TTSA co-founder Tom DeLonge stated on a podcast that recovered UAP metamaterials experienced an anti-gravitic effect when radiated with terahertz frequencies. “It resonates some kind of harmonic and gets lighter, and if you hit it with enough terahertz it’ll float,” he stated. “We’re going to be bringing out hardware,” DeLonge claimed. This has yet to occur.']"
16 August 2018,A TTSA statement of work sought Hal Puthoff’s Earthtech International to study the properties of “potentially exotic materials.”,[],[]
28 October 2018,"Eric Davis states on a radio broadcast that the Del Rio TX UAP crash was a real event and was a successful crash retrieval. “Del Rio, Texas, that was a 1950s case, that was another one (crash retrieval), and the other ones I won’t bring up because those are still classified. But um…and they have not been investigated to my knowledge; I’m sorry, that have not been revealed or published to my knowledge.” Davis states “we” have crash retrievals and USG/private laboratories were not advanced enough to understand what the technology was.",[],[]
29 November 2018,Mitre Corp’s JASON Group in a Secret estimate writes that it can not find a single plausible source of energy that can produce all the symptoms USG personnel report related to Havana Syndrome. This includes both audio/video signals and the reported medical,[],[]
12 December 2018,Rendlesham Forest witness John Burroughs states Kit Green wanted him to do work on a particular form of ancient meditation: kripalu yoga and Vipassana meditation. A 2015 study found evidence for “greater widespread functional connectivity of the caudate” in people who practiced these forms of meditation. Stanford professor Garry Nolan has regularly stated a structural anomaly in the caudate-putamen region of the brain may have an impact on UAP contacts.,[],[]
20 February 2019,Author Diana Pasulka’s book America Cosmic states a USG/USG contractor scientist using the pseudonym “Tyler” viewed “artifacts” he believed to have come from a non-human/extraterrestrial source. Tyler states he had them in his library and was alone with them to perform analysis. It is unknown how he obtained them or who they were delivered/loaned from.,[],[]
26 February 2019,"FOX TV producer Robert Kiviat sues Joe Firmage, former CIA official Ron Pandolfi, and former Rep. David D. Marriott for his involvement in a firm named InterNASA. Kiviat claims he was recruited to perform media duties for InterNASA and told it had CIA backing for technology development based on UAP.",[],[]
15 March 2019,Lue Elizondo is asked at a Scientific Coalition for UAP Studies event if there have been attempts to “shoot down” UAP and if “tech or beings” have been recovered. Elizondo shakes his head and says he can’t answer those questions.,[],[]
25 April 2019,"The Department of Energy’s National Nuclear Security Administration (NNSA) states it intends to take over the contract for the JASON Group, previously",[],"['No official documents have been found that link JASON to UAP. But at least one confirmed member, Dr. Luis W. Alvarez, is allegedly linked to a UAP crash recovery. In 1949, a Los Angeles businesswoman Alma Lawson stated a “sober and conservative” scientist friend told her a UAP crashed in the mountains of Sierra Madre, Mexico and was recovered by USG. One year later, she named Alvarez as the source. Alvarez had already worked at Los Alamos prior to the alleged crash, and was a member of the CIA’s Robertson Panel in 1953 which studied the UAP issue.', 'In 1988, William Steinman told ufologist Grant Cameron that Alvarez told him in 1986 “he would not go into detail concerning the events \\[of the alleged Sierra Madre UAP crash recovery\\] and who else was involved.”']"
30 April 2019,"EarthTech and Aerospace Corp. physicist Eric Davis states “there have been crashes” of UAP and reverse engineering programs are stovepiped into very small, underfunded efforts controlled by legacy aerospace corporations. Davis alludes that he or his **AATIP** colleagues were told of crash recovery/alien biology programs in SCIFs with those aware of the programs, but suggests **AATIP** was not “read into” these programs. There were red-lines they were made aware of and told of generalities in SCIFs. Davis suggests some executives at aerospace firms know of the programs and at least one was last funded in 1989, according to him.",[],"['No specific firms are mentioned, but one naturally wonders which legacy companies Davis is referring to, and if it includes his current employer, Aerospace Corp. Other legacy companies of interest are TRW, Lockheed, Northrop, BAE, E-Systems and EG&G, among others.']"
30 April 2019,Eric Davis tells ufologist James Iandoli that the US government is in possession of recovered crashed and landed UFO technology hardware.,[],[]
5 July 2019,"Ret. Gen. Joseph Ralston, former Vice Chair of the Joint Chiefs of Staff and member of SAPOC in 1997, states he met with VADM Thomas Wilson “every day.” But Ralston states he does not recall ever discussing UAP with him. He does say it “could have happened” with regard to Wilson reportedly being denied access to four UAP programs by SAPOC, but Ralston states he has no recollection of that. After retirement, Ralston became a member of the Boards of Directors of Lockheed Martin, The Timken Company and The Cohen Group.",[],[]
12 July 2019,"Tom DeLonge states in July 2019 that TTSA spent the last year and a half briefing the Senate, multiple Committees and helping “glue” the DOD, IC and Congress together.",[],[]
30 July 2019,"Unusual and extensive redactions exist in the logs of the USS Russell, where crewmembers report a UAP incident. A team known as “ghostbusters” are deployed during events to use counter-drone equipment. It is unknown if the deterrence is successful.",[],[]
8 August 2019,"To The Stars Academy of Arts & Science (TTSA), advised by current and former USG/USG contractor officials, announces a “technical collaboration” with Lockheed Martin, Boeing, Bigelow Aerospace and BAE Systems. It is seemingly published by mistake and removed from Instagram soon after it goes live. A technical collaboration with these aerospace contractors is never mentioned in TTSA’s public SEC filings, nor has TTSA ever mentioned working with Boeing or BAE. Lockheed Martin Skunk Works veteran Steve Justice was TTSA’s Aerospace Division Director.",[],[]
